Timestamp,中威大安,中能風,中部小水力,允湖,允西,其它台電自有,其它購電太陽能,其它購電小水力,其它購電風力,創維風,北部小水力,卑南,卓蘭#1,卓蘭#2,協和#3,協和#4,南部CC#1,南部CC#2,南部CC#3,南部CC#4,南部小水力,南鹽光,台中#1,台中#10,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中CC#1,台中Gas1&amp;2,台中Gas3&amp;4,台中港,台電自有地熱,名間,向陽光,和平#1,和平#2,嘉南西口、烏山頭和八田,嘉惠#1,嘉惠#2,四湖,國光#1,大林#1,大林#2,大林#5,大林#6,大潭CC#1,大潭CC#2,大潭CC#3,大潭CC#4,大潭CC#5,大潭CC#6,大潭CC#7,大潭CC#8,大潭CC#9,大觀一#1,大觀一#2,大觀一#3,大觀一#4,大觀一#5,大觀二#1,大觀二#2,大觀二#3,大觀二#4,天篷光,天英光,天衝光,天輪#1,天輪#2,天輪#3,天輪#4,天輪#5,寶興光,崙尾光,廷和光,彰工,彰濱光,德基#1,德基#2,德基#3,志光光,捷祥關山,新和光,新桃#1,新源崙背,明潭#1,明潭#2,明潭#3,明潭#4,明潭#5,明潭#6,星元#1,星崙光,星崴光,星彰#1,星股光,昱昶光,曾文#1,東部小水力,松林#1&amp;2,林口#1,林口#2,林口#3,核三#2,核三Gas1,核三Gas2,核二Gas1,核二Gas2,水里#1,永堯光,汽電共生,沃一風,沃二風,沃南風,海洋竹南,海湖#1,海湖#2,海能風,澎湖尖山,烏來&amp;桂山&amp;粗坑,王功,生利光,生質能,石門#1,石門#2,碧海,碩力光,立霧#1&amp;#2,義興#1,翡翠#1,聯華光,興達#1,興達#2,興達#3,興達#4,興達CC#1,興達CC#2,興達CC#3,興達CC#4,興達CC#5,興達新CC#1,興達新CC#2,芳一風,芳二風,苗栗大鵬,萬大#1,萬大#2,萬大#3,萬大#4,觀園,觀威觀音&amp;桃威新屋,谷關#1,谷關#2,谷關#3,谷關#4,豐德#1,豐德#2,豐德#3,購電地熱,通霄CC#1,通霄CC#2,通霄CC#3,通霄CC#6,通霄GT#9,金門塔山,鉅工#1,鉅工#2,離岸一期,離島其他,雲麥,電池,青山#1,青山#2,青山#3,青山#4,馬祖珠山,馬鞍#1,馬鞍#2,鹿威彰濱,麥寮#1,麥寮#3,龍A風,龍澗#1,龍澗#2,Total_Generation
2025-07-30 17:30:00+08:00,18.3,128.1,6.3,170.0,142.2,0.794,1233.91,0.0,15.5,10.1,22.4,0.0,40.2,39.9,0.0,140.6,195.7,228.5,122.8,203.4,0.0,17.048,495.6,0.0,515.6,491.8,501.7,524.0,528.8,524.1,532.4,513.5,0.0,0.0,0.0,3.5,0.4,0.0,0.0,590.8,552.1,4.5,688.0,409.8,6.8,431.5,761.0,757.9,0.0,546.1,0.0,666.7,592.1,366.9,597.6,620.3,877.6,1037.2,1057.1,1.2,0.0,1.1,1.1,1.0,148.4,154.0,0.0,159.3,11.2,17.36,32.48,0.0,7.6,7.5,7.4,100.5,3.64,14.56,2.52,4.9,19.87,29.9,31.1,0.0,1.4,0.0,11.2,634.4,11.1,0.0,0.0,0.0,0.0,144.6,0.0,452.6,13.44,33.32,487.3,5.88,3.3,49.6,17.4,0.0,743.7,755.5,755.6,0.0,0.0,0.0,0.0,0.0,9.4,5.488,1428.5,255.9,159.9,0.0,100.4,404.2,0.0,310.2,67.8,42.1,0.0,3.92,34.7,24.5,30.9,59.0,30.464,0.0,0.0,70.8,8.928,0.0,0.0,0.0,0.0,330.7,331.5,389.0,334.7,295.5,1266.6,12.7,27.7,164.9,9.7,10.0,10.0,0.0,19.6,14.0,13.0,27.3,28.1,28.2,0.0,439.8,438.2,1016.2,1.6,836.2,855.5,843.8,259.4,0.0,54.8,5.6,8.9,36.7,0.0,7.3,76.0,10.4,10.2,10.4,10.1,11.8,64.2,63.2,0.8,521.4,570.9,38.8,30.7,0.0,35391.322
